Hogar;Persona;AnoNac;Sexo;Relacion;Viajes;LicenciaConducir;PaseEscolar;AdultoMayor;Estudios;Curso;Actividad;Ocupacion;ActividadEmpresa;JornadaTrabajo;DondeEstudia;DirActividadCoordX;DirActividadCoordY;DirEstudiosCoordX;DirEstudiosCoordY;NoViaja;TarjetaBip;Tarjeta2Bip;MedioViajeRestricion;ConoceTransantiago;NoUsaTransantiago;Discapacidad;TieneIngresos;Ingreso;TramoIngreso;IngresoFinal;TramoIngresoFinal;IngresoImputado;Factor_LaboralNormal;Factor_SabadoNormal;Factor_DomingoNormal;Factor_LaboralEstival;Factor_FindesemanaEstival;Factor
226841;22684104;1995;2;3;3;1;1;2;5;3;B;;;;4;;;349449,8247;6278092,8325;;;;;;;J;2;0;0;0;0;0;78,39330;;;;;49,40157
226851;22685101;1986;1;1;2;3;2;2;4;8;A;2;5;1;;351032,8233;6278412,2429;;;;99;;2;1;H;J;1;193000;1;193000;1;0;119,57540;;;;;63,72309
226851;22685102;1989;2;2;0;1;2;2;7;4;D;;;;;;;;;3;99;;;1;H;J;2;0;0;0;0;0;79,42980;;;;;44,74619
226851;22685103;2004;2;3;2;1;2;2;4;2;B;;;;4;;;350898,0879;6278776,8352;;;;;2;H;J;2;0;0;0;0;0;91,64250;;;;;53,45353
226851;22685104;2012;1;3;0;1;2;2;1;0;;;;;;;;;;4;;;;2;H;J;2;0;0;0;0;0;114,86470;;;;;58,49410
226851;22685105;2012;2;3;0;1;2;2;1;0;;;;;;;;;;4;;;;2;H;J;2;0;0;0;0;0;114,86470;;;;;58,49410
226861;22686101;1967;1;1;1;"2;3";2;2;4;6;A;5;5;1;;343158,9888;6281539,5916;;;;99;;2;1;H;J;1;99;1;107030;1;2;40,53268;;;;;25,75442
226861;22686102;1966;2;2;2;1;2;2;4;6;D;;;;;;;;;;99;;;;;J;2;0;0;0;0;0;39,01498;;;;;25,29011
226861;22686103;1996;1;3;0;1;2;2;5;1;F;;;;;;;;;4;;;;1;H;J;2;0;0;0;0;0;46,43933;;;;;30,22112
226861;22686104;1998;2;3;2;1;1;2;5;1;B;;;;4;;;350898,0879;6278776,8352;;;;;1;H;J;2;0;0;0;0;0;46,43933;;;;;30,22112
226871;22687101;1951;1;1;2;3;2;2;11;4;A;5;5;1;;348266,0000;6286144,2750;;;;99;;2;1;H;J;3;0;7;483016;3;1;106,20730;;;;;67,77641
226871;22687102;1951;2;2;0;1;2;2;11;4;D;;;;;;;;;4;99;;;1;H;J;2;0;0;0;0;0;96,90054;;;;;55,14267
226880;22688001;1960;2;1;2;3;1;2;11;4;B;;;;8;;;349899,9700;6292202,9800;;;;4;2;H;J;2;0;0;0;0;0;74,58125;;;;;43,15514
226880;22688002;1994;2;3;2;1;1;2;11;1;B;;;;8;;;347088,8100;6298399,0700;;99;;;;;J;3;0;7;73877;1;1;74,58125;;;;;45,78797
226891;22689101;1972;1;1;2;3;2;2;9;3;D;;;;;;;;;;99;;;;;J;2;0;0;228781;2;1;506,41020;;;;;204,29961
226901;22690101;1969;1;1;2;1;2;2;4;7;A;5;1;1;;337013,5283;6305555,7084;;;;99;;;;;J;1;300000;2;300000;2;0;167,28590;;;;;90,26060
226901;22690102;1969;2;2;4;1;2;2;5;3;"A;D";2;2;2;;351925,6478;6278725,4972;;;;99;;;;;J;1;200000;1;200000;1;0;160,99010;;;;;88,63332
226901;22690103;2000;1;3;4;1;2;2;4;6;B;;;;4;;;352465,6188;6279001,2620;;;;;1;H;J;2;0;0;0;0;0;199,21840;;;;;107,19326
226911;22691101;1946;1;1;0;1;2;2;4;5;C;;;;;;;;;3;13321765;;;1;H;J;1;114000;1;114000;1;0;92,33031;;;;;58,33824
226911;22691102;1942;2;2;3;1;2;2;4;5;C;;;;;;;;;;;;;1;B;J;1;80000;1;80000;1;0;90,59571;;;;;50,74717
226911;22691103;1990;1;4;2;1;2;2;5;1;F;;;;;;;;;;;;;;;J;1;190000;1;190000;1;0;172,17390;;;;;96,37833
226921;22692101;1969;1;1;2;1;2;2;4;7;A;5;1;1;;355690,5400;6284543,3800;;;;57076515;;;;;J;1;230000;2;230000;2;0;322,12480;;;;;118,35107
226921;22692102;1969;2;2;0;1;2;2;7;5;D;;;;;;;;;3;11522370;;;1;H;J;2;0;0;0;0;0;310,00160;;;;;116,21738
226921;22692103;1991;1;4;2;1;2;2;7;4;A;5;5;1;;340594,5700;6290193,8200;;;;56487664;;;;;J;1;230000;2;230000;2;0;331,53710;;;;;126,37276
226921;22692104;1992;2;3;2;1;2;2;7;4;A;5;5;1;;334812,4658;6297646,0224;;;;99;;;;;J;2;0;0;244905;2;1;332,49170;;;;;123,30767
226921;22692105;1999;2;3;2;1;2;2;4;7;B;;;;4;;;351060,3835;6278196,9412;;;;;;;J;2;0;0;0;0;0;383,61380;;;;;147,30260
226921;22692106;2007;1;3;2;1;2;2;2;1;B;;;;3;;;349317,2090;6277296,8133;;;;;2;H;J;2;0;0;0;0;0;439,94740;;;;;161,19298
226921;22692107;2012;2;4;2;1;2;2;1;0;;;;;;;;;;;;;;;;J;2;0;0;0;0;0;439,94740;;;;;161,19298
226932;22693201;1955;1;1;2;3;2;2;5;4;A;5;1;1;;350418,1701;6366020,1048;;;;99;;;;;J;1;99;7;369376;3;1;62,65462;;;;;54,05801
226932;22693202;1956;2;2;2;1;2;2;5;4;A;5;5;1;;351090,6700;6301179,2400;;;;99;;;;;J;1;99;2;216681;2;2;47,95635;;;;;43,98143
226932;22693203;1994;1;3;0;1;1;2;5;4;B;;;;7;;;349899,9700;6292202,9800;4;99;;;1;H;J;2;0;0;0;0;0;66,37501;;;;;61,18235
226932;22693204;1959;2;3;0;1;1;2;11;3;B;;;;7;;;344866,5900;6297777,0100;4;99;;;1;H;J;2;0;0;0;0;0;62,06351;;;;;56,26571
226941;22694101;1973;1;1;2;3;2;2;11;5;A;5;5;1;;349830,0527;6298824,8353;;;;99;;2;1;"D;H";J;1;99;4;831103;4;2;44,84003;;;;;20,28591
226941;22694102;1977;2;2;3;1;2;2;10;4;D;;;;;;;;;;99;;;1;"B;H";J;2;0;0;0;0;0;42,60348;;;;;17,54451
226941;22694103;2003;2;3;2;1;1;2;4;4;B;;;;4;;;355294,6284;6285638,1534;;99;;;1;H;J;2;0;0;0;0;0;42,60348;;;;;17,01665
226941;22694104;2012;1;3;2;1;2;2;1;0;;;;;;;;;;;;;;2;G;J;2;0;0;0;0;0;43,41435;;;;;18,62127
226951;22695101;1966;1;1;2;3;2;2;7;4;A;4;7;1;;347088,8100;6298399,0700;;;;99;;;;;J;1;400000;2;400000;2;0;42,96670;;;;;35,75788
226951;22695102;1969;2;2;2;3;2;2;11;2;A;4;4;1;;347912,1779;6297649,7678;;;;99;;;;;J;1;300000;2;300000;2;0;41,34961;;;;;35,11322
226951;22695103;1990;1;3;2;1;2;2;5;4;A;5;2;1;;350242,3000;6291227,7200;;;;99;;;;;J;1;250000;2;250000;2;0;44,22215;;;;;38,18150
226951;22695104;1991;2;3;2;1;1;2;10;2;B;;;;7;;;345683,1400;6298010,2500;;99;;;;;J;1;120000;1;120000;1;0;44,34949;;;;;37,25542
226951;22695105;2001;2;3;2;1;1;2;4;7;B;;;;4;;;347912,1779;6297649,7678;;;;;;;J;2;0;0;0;0;0;51,16840;;;;;44,50512
226961;22696101;1984;2;1;4;1;2;2;5;4;D;;;;;;;;;;99;;;1;H;J;1;250000;2;250000;2;0;191,07720;;;;;117,03313
226961;22696102;2004;2;3;2;1;2;2;4;2;B;;;;4;;;355246,4845;6280833,3996;;;;;2;H;J;2;0;0;0;0;0;169,69790;;;;;113,51193
226961;22696103;2006;1;3;0;1;2;2;2;1;B;;;;3;;;355246,4845;6280833,3996;5;;;;2;H;J;2;0;0;0;0;0;169,69790;;;;;108,31099
227001;22700101;1962;1;1;2;"2;3";2;2;11;5;A;2;5;2;;;;;;;99;;10;1;G;J;1;400000;2;400000;2;0;80,72978;;;;;49,97084
227001;22700102;1965;2;2;0;1;2;2;5;4;A;2;2;2;;;;;;6;;;;2;G;J;1;400000;2;400000;2;0;77,69149;;;;;49,06994
227001;22700103;1996;1;3;2;1;2;2;5;2;B;;;;4;;;;;;;;;;;J;2;0;0;0;0;0;92,49419;;;;;58,63750
227011;22701101;1954;1;1;2;1;2;2;4;5;A;5;1;1;;0,0000;0,0000;;;;5531093;;;1;H;J;1;400000;2;400000;2;0;120,47940;;;;;30,63450
227011;22701102;1954;2;2;0;1;2;2;7;4;D;;;;;;;;;5;13321832;11877886;;1;G;I;2;0;0;0;0;0;92,21584;;;;;24,92415
227011;22701103;1994;2;3;2;1;1;2;5;3;B;;;;4;;;353288,4026;6282982,1276;;;;;1;H;J;2;0;0;0;0;0;128,00090;;;;;33,83091
227021;22702101;1934;2;1;0;1;2;2;9;4;D;;;;;;;;;5;99;;;2;G;H;2;0;0;0;0;0;;2803,00000;;;;33,82895
227021;22702102;1984;2;3;0;1;2;2;11;5;A;5;5;1;;356275,8894;6304541,1270;;;4;99;;;1;H;J;1;550000;3;550000;3;0;;4270,00000;;;;77,21120
227031;22703101;1956;1;1;2;"2;3";2;2;5;1;A;4;7;1;;356196,1351;6297673,2348;;;;99;;;;;J;1;400000;2;400000;2;0;258,21870;;;;;204,34187
227031;22703102;1963;2;2;2;1;2;2;4;8;A;7;5;1;;0,0000;0,0000;;;;99;;;;;J;1;300000;2;300000;2;0;255,78250;;;;;212,68706
227031;22703103;1979;1;3;2;3;2;2;10;4;A;4;7;1;;346139,2900;6298180,1300;;;;99;;;;;J;1;500000;3;500000;3;0;375,33040;;;;;321,36661
227031;22703104;1981;1;3;2;3;2;2;10;3;A;4;7;1;;350261,5101;6287950,5165;;;;99;;2;1;H;J;1;600000;3;600000;3;0;375,33040;;;;;321,36661
227041;22704101;1940;1;1;5;1;2;2;4;4;C;;;;;;;;;;99;;;;;J;1;200000;1;200000;1;0;57,14834;;;;;49,81721
227041;22704102;1943;2;2;5;1;2;2;4;6;"C;D";;;;;;;;;;99;;;1;H;J;1;80000;1;80000;1;0;57,14834;;;;;43,33491
227041;22704103;1966;2;3;2;1;2;2;7;5;A;4;7;1;;345471,3205;6298859,1492;;;;99;;;;;J;1;350000;2;350000;2;0;94,87915;;;;;75,68732
227041;22704104;1984;2;3;2;1;2;2;10;4;F;;;;;;;;;;99;;;;;J;2;0;0;0;0;0;132,20070;;;;;98,90762
227050;22705001;1943;2;1;2;1;2;2;7;4;"C;D";;;;;;;;;;11961015;;;1;H;J;1;300000;2;300000;2;0;;431,00000;;;;61,18177
227050;22705002;1944;1;4;0;3;2;2;11;5;F;;;;;;;;;4;3180632;;;1;H;J;2;0;0;0;0;0;;478,00000;;;;70,33370
227050;22705003;1950;1;4;2;"2;3";2;2;7;4;A;2;5;1;;356350,2191;6278207,9457;;;;8594937;;2;;;J;1;99;7;377759;2;1;;478,00000;;;;102,66527
227050;22705004;1955;1;4;2;1;2;2;11;5;A;2;5;2;;353825,4964;6279440,4702;;;;11961016;;2;;;J;1;99;7;374648;2;1;;478,00000;;;;102,66527
227061;22706101;1966;1;1;2;3;2;2;7;2;A;5;5;1;;347072,5951;6295853,4548;;;;99;;2;;;J;3;0;7;309417;2;1;54,30553;;;;;37,32419
227061;22706102;1978;2;2;0;1;2;2;5;4;A;5;1;1;;;;;;3;99;;;1;H;J;3;0;7;265757;2;1;72,81931;;;;;47,89563
227061;22706103;1995;2;3;2;1;1;2;5;3;B;;;;4;;;351748,5174;6283112,8878;;;;;1;H;J;2;0;0;0;0;0;62,21922;;;;;43,79750
227061;22706104;1995;1;3;2;1;1;2;4;7;B;;;;4;;;353875,0152;6280065,2971;;;;2;1;H;J;2;0;0;0;0;0;62,21922;;;;;43,79750
227061;22706105;2012;2;4;0;1;2;2;1;0;;;;;;;;;;4;;;;2;H;J;2;0;0;0;0;0;81,05952;;;;;50,83517
227071;22707101;1959;1;1;2;3;2;2;5;1;A;5;5;1;;346027,2800;6296382,0800;;;;99;;;;;J;1;0;2;285767;2;2;99,45589;;;;;52,63186
227071;22707102;1956;2;2;4;1;2;2;5;1;D;;;;;;;;;;99;;;1;H;J;2;0;0;0;0;0;73,95708;;;;;40,39923
227071;22707103;1993;1;3;2;3;1;2;7;4;A;5;5;1;;347392,7148;6305023,4008;;;;99;;7;1;H;J;2;0;7;359937;2;1;102,36190;;;;;56,19917
227081;22708101;1946;1;1;2;1;2;2;4;3;A;5;5;1;;345498,5200;6287885,4600;;;;99;;;;;J;3;0;7;217940;1;1;127,84720;;;;;55,58609
227081;22708102;1949;2;2;0;1;2;2;4;3;D;;;;;;;;;3;8483659;;;1;H;J;3;0;7;65175;1;1;172,24850;;;;;66,01395
227091;22709101;1942;2;1;2;1;2;2;4;8;C;;;;;;;;;;99;;;;;J;1;160000;1;160000;1;0;95,00701;;;;;29,57976
227091;22709102;1977;1;3;2;3;2;2;7;4;A;5;5;1;;351354,5900;6290064,0500;;;;99;;;;;J;1;193000;1;193000;1;0;213,22000;;;;;78,06198
227101;22710101;1991;2;3;2;1;2;2;5;4;A;5;2;1;;351540,3796;6289600,8756;;;;99;;;;;J;1;99;2;204651;2;2;;;;;1178,00000;87,82678
227101;22710102;1957;2;2;2;1;2;2;5;2;D;;;;;;;;;;99;;;;;J;2;0;0;0;0;0;;;;;1178,00000;82,77669
227101;22710103;1955;1;1;0;1;2;2;5;4;A;5;1;1;;340567,1062;6310437,7140;;;4;99;;;1;H;J;1;99;2;249600;2;2;;;;;1178,00000;79,52878
227111;22711101;1983;1;1;2;3;2;2;7;4;A;5;5;1;;348626,6033;6293803,4228;;;;99;;3;;;J;1;450000;3;450000;3;0;;;;662,00000;;99,06747
227111;22711102;1978;1;4;2;3;2;2;4;8;A;2;5;1;;354525,9862;6284518,9674;;;;99;;3;2;H;J;1;450000;3;450000;3;0;;;;662,00000;;99,06747
227111;22711103;1986;2;2;0;1;2;2;7;4;D;;;;;;;;;3;99;;;1;H;J;2;0;0;0;0;0;;;;662,00000;;85,67972
227111;22711104;1982;2;4;2;1;2;2;4;8;A;5;5;1;;355274,8123;6293708,9297;;;;99;;;;;J;1;400000;2;400000;2;0;;;;662,00000;;85,67972
227111;22711105;2001;1;4;0;1;1;2;4;6;B;;;;4;;;353991,4515;6284978,9412;4;;;;1;H;J;2;0;0;0;0;0;;;;662,00000;;79,29427
227111;22711106;2005;2;3;0;1;2;2;4;1;B;;;;4;;;;;4;;;;2;H;J;2;0;0;0;0;0;;;;662,00000;;83,10187
227121;22712101;1950;1;1;0;1;2;2;5;4;A;5;1;1;;338870,6700;6306520,5800;;;5;99;;;1;H;J;1;200000;1;200000;1;0;;;281,21630;;;24,78697
227121;22712102;1953;2;2;2;1;2;2;4;8;D;;;;;;;;;;99;;2;;;J;2;0;0;0;0;0;;;274,93470;;;20,16661
227121;22712103;1975;2;3;0;1;2;2;7;4;A;5;4;1;;;;;;4;99;;;1;H;J;3;0;7;308999;3;1;;;427,27380;;;33,71427
227121;22712104;1986;1;3;0;3;2;2;7;4;A;5;5;1;;;;;;4;99;;;1;H;J;3;0;7;359184;2;1;;;482,35460;;;38,98224
227121;22712105;1991;2;3;0;1;1;2;11;2;B;;;;8;;;;;4;99;;;1;H;J;3;0;7;71891;1;1;;;374,51460;;;27,37323
227131;22713101;1949;1;1;2;1;2;2;4;3;A;5;1;1;;0,0000;0,0000;;;;99;;;1;H;J;1;420000;3;420000;3;0;;529,00000;;;;46,76940
227131;22713102;1961;2;2;2;1;2;2;5;4;D;;;;;;;;;;99;;;1;H;J;2;0;0;0;0;0;;756,00000;;;;48,67944
227131;22713103;1983;1;3;2;1;2;2;11;5;A;5;5;1;;354023,7248;6280239,8071;;;;99;;;1;B;J;1;300000;2;300000;2;0;;839,00000;;;;73,55382
227131;22713104;1986;1;3;3;1;2;2;11;7;A;4;3;1;;346313,6638;6300816,0202;;;;99;;3;;;J;1;1200000;4;1200000;4;0;;839,00000;;;;73,55382
227131;22713105;2008;2;4;2;1;2;2;2;1;B;;;;2;;;0,0000;0,0000;;;;10;2;B;J;2;0;0;0;0;0;;930,00000;;;;67,51810
227142;22714201;1988;1;1;2;3;2;2;4;8;A;2;5;1;;352199,9946;6277618,8431;;;;;;7;1;H;J;3;0;7;242977;2;1;;;;;708,00000;55,55980
227142;22714202;1984;2;2;2;1;2;2;4;8;A;5;2;1;;351051,5408;6282003,2838;;;;;;7;1;H;J;3;0;7;200973;2;1;;;;;708,00000;66,77054
227142;22714203;2005;2;3;2;1;2;2;4;3;B;;;;4;;;354321,9929;6279855,0335;;;;7;2;H;J;2;0;0;0;0;0;;;;;708,00000;64,76160
227142;22714204;2009;1;3;2;1;2;2;1;0;G;;;;;;;;;;;;7;1;H;J;2;0;0;0;0;0;;;;;708,00000;70,86848
227151;22715101;1955;1;1;4;"2;3";2;2;5;4;A;5;5;1;;357308,8477;6278658,2431;;;;99;;2;1;H;J;1;260000;2;260000;2;0;;;;;1875,00000;96,52999
227151;22715102;1956;2;2;4;1;2;2;5;4;A;7;6;1;;351928,1644;6297110,4769;;;;99;;7;1;H;J;1;193000;1;193000;1;0;;;;;1875,00000;78,53654
227160;22716001;1962;1;1;2;3;2;2;10;5;A;9;7;1;;346139,2900;6298180,1300;;;;99;;;;;J;4;0;7;566698;4;1;46,04000;;;;;13,62091
227160;22716002;1966;2;2;0;1;2;2;7;5;D;;;;;;;;;3;99;;;1;H;J;2;0;0;0;0;0;46,04000;;;;;13,37535
227160;22716003;1990;2;3;0;1;1;2;11;4;B;;;;8;;;;;2;;;;1;H;J;2;0;0;0;0;0;46,04000;;;;;14,19136
227160;22716004;1994;2;3;0;1;1;2;7;4;B;;;;4;;;;;4;;;;1;H;J;2;0;0;0;0;0;46,04000;;;;;14,19136
227171;22717101;1935;1;1;0;3;2;2;7;3;C;;;;;;;;;4;99;;;2;H;J;1;760000;3;760000;3;0;;;;;1492,00000;32,29771
227171;22717102;1942;2;2;0;1;2;2;4;6;D;;;;;;;;;3;99;;;2;H;J;1;100000;1;100000;1;0;;;;;1492,00000;28,09508
227171;22717103;1984;1;3;0;3;2;2;10;4;A;5;5;1;;;;;;4;99;;;1;H;J;1;200000;1;200000;1;0;;;;;1492,00000;74,14385
227181;22718101;1958;1;1;2;1;2;2;4;6;A;5;5;1;;353349,3498;6294377,5874;;;;99;;;1;H;J;1;0;2;205491;2;2;;749,00000;;;;63,39093
227181;22718102;1961;2;2;2;1;2;2;4;7;A;5;5;1;;352799,3900;6301700,8300;;;;99;;;;;J;1;115000;1;115000;1;0;;675,00000;;;;62,24810
227181;22718103;1987;1;3;2;3;1;2;11;4;"A;B";5;5;1;8;336878,1900;6290765,2000;354383,4181;6283290,4812;;99;;3;1;H;J;3;0;7;331597;3;1;;749,00000;;;;94,05583
227181;22718104;1989;1;4;0;1;2;2;7;4;A;5;1;1;;;;;;4;99;;;1;H;J;1;280000;2;280000;2;0;;793,00000;;;;67,68748
227181;22718105;1994;2;3;0;1;2;2;5;2;D;;;;;;;;;4;99;;;1;H;J;2;0;0;0;0;0;;714,00000;;;;66,04576
227181;22718106;2013;1;4;0;1;2;2;1;0;;;;;;;;;;4;;;;2;H;J;2;0;0;0;0;0;;922,00000;;;;86,33776
227191;22719101;1960;1;1;2;1;2;2;5;4;A;5;1;1;;;;;;;99;;2;1;H;J;1;300000;2;300000;2;0;206,53510;;;;;84,29642
227191;22719102;1971;2;2;2;1;2;2;5;4;A;4;4;1;;;;;;;99;;;;;J;1;300000;2;300000;2;0;198,76210;;;;;82,77669
227191;22719103;1993;1;3;2;1;1;2;5;2;B;;;;4;;;;;;99;;;;;J;2;0;0;0;0;0;212,56980;;;;;90,00992
227202;22720201;1985;2;1;2;1;2;2;5;4;A;5;1;2;;;;;;;99;;;;;J;1;250000;2;250000;2;0;178,43950;;;;;62,35852
227202;22720202;1973;1;2;2;3;2;2;5;5;A;5;1;1;;;;;;;11606961;;;;;J;1;450000;3;450000;3;0;206,77740;;;;;72,10225
227202;22720203;2007;1;3;2;1;2;2;2;1;B;;;;3;;;;;;;;;2;G;J;2;0;0;0;0;0;198,63150;;;;;66,18566
227202;22720204;2012;1;3;2;1;2;2;1;0;;;;;;;;;;;;;;;;J;2;0;0;0;0;0;198,63150;;;;;66,18566
227221;22722101;1960;2;1;2;3;2;2;11;5;A;4;4;1;;0,0000;0,0000;;;;99;;;1;H;J;1;99;3;400569;3;2;;683,00000;;;;6,34231
227221;22722102;1928;2;4;2;1;2;2;4;6;C;;;;;;;;;;8113535;;;1;B;H;1;98000;1;98000;1;0;;431,00000;;;;4,73187
227221;22722103;1986;1;3;2;3;2;2;11;5;A;5;8;1;;347308,4681;6299238,8421;;;;99;;;1;H;J;1;99;7;463487;3;1;;758,00000;;;;9,58312
227221;22722104;1993;2;3;2;1;1;2;11;2;B;;;;8;;;353265,5725;6281009,2468;;99;;;;;J;2;0;0;0;0;0;;723,00000;;;;6,72924
227231;22723101;1943;1;1;0;3;2;2;7;4;C;;;;;;;;;4;99;;;1;H;J;1;99;2;368644;2;2;40,94897;;;;;28,72967
227231;22723102;1998;2;4;2;1;1;2;5;1;B;;;;4;;;346590,2500;6298257,0700;;99;;;;;J;2;0;0;0;0;0;52,14083;;;;;52,15962
227231;22723103;1944;2;2;2;1;2;2;5;4;D;;;;;;;;;;99;;;1;H;J;2;0;0;0;0;0;40,94897;;;;;24,99132
227231;22723104;1983;2;3;2;1;2;2;5;4;A;5;2;1;;348160,9800;6299034,1000;;;;99;;;;;J;1;99;2;330383;2;2;61,02389;;;;;57,04020
227241;22724101;1966;2;1;1;3;2;2;11;2;A;5;5;1;;350798,2076;6297221,6756;;;;99;;;;;J;1;450000;3;450000;3;0;95,71284;;;;;51,68298
227241;22724102;1988;1;3;0;1;2;2;11;2;F;;;;;;;;;4;99;;;1;H;J;2;0;0;0;0;0;102,36190;;;;;56,19917
227241;22724103;1991;2;3;2;1;1;2;11;2;B;;;;8;;;345853,5544;6298034,6151;;;;;;;J;2;0;0;0;0;0;102,65660;;;;;54,83611
227251;22725101;1953;1;1;2;3;2;2;11;5;A;5;5;1;;349416,0535;6299912,3203;;;;99;;;;;J;1;99;4;979997;4;2;44,91096;;;;;13,15853
227251;22725102;1969;2;4;0;3;2;2;5;4;F;;;;;;;;;4;99;;;1;H;J;2;0;0;0;0;0;44,91096;;;;;13,69591
227251;22725103;1954;2;2;2;3;2;2;5;4;A;2;5;2;;355660,8500;6284846,5377;;;;99;;;;;J;1;99;7;254798;2;1;44,91096;;;;;10,70574
227251;22725104;1992;1;3;2;3;1;2;10;3;B;;;;7;;;336941,9250;6294040,7949;;99;;;;;J;2;0;0;0;0;0;44,91096;;;;;14,89270
227251;22725105;1976;1;3;2;3;2;2;11;7;A;5;5;1;;350006,1884;6300315,6766;;;;99;;2;;;J;1;99;7;584502;3;1;47,26865;;;;;20,69430
227261;22726101;1976;1;1;2;1;2;2;7;4;A;5;5;1;;349899,9700;6292202,9800;;;;99;;;1;H;J;3;0;2;335516;2;2;800,42540;;;;;260,27527
227261;22726102;1953;2;4;2;1;2;2;7;4;A;2;5;1;;352556,1160;6277962,6176;;;;40129988;;;1;H;J;1;120000;1;120000;1;0;716,93870;;;;;134,64763
227271;22727101;1962;2;1;2;1;2;2;11;5;A;4;4;1;;348160,0989;6288698,7953;;;;10386533;;;;;J;1;500000;3;500000;3;0;;;;1161,00000;;444,02954
227280;22728001;1956;1;1;2;1;2;2;4;6;A;4;1;1;;0,0000;0,0000;;;;11697678;;;;;J;1;600000;3;600000;3;0;103,17160;;;;;68,89944
227280;22728002;1958;2;2;2;1;2;2;4;8;D;;;;;;;;;;11842487;;;1;H;J;2;0;0;0;0;0;102,19830;;;;;71,71325
227280;22728003;1999;2;3;2;1;1;2;4;7;B;;;;4;;;0,0000;0,0000;;;;;1;H;J;2;0;0;0;0;0;126,46600;;;;;90,89474
227291;22729101;1976;1;1;2;3;2;2;5;4;F;;;;;;;;;;99;;;1;H;J;2;0;0;108160;1;1;165,01320;;;;;108,35754
227291;22729102;1985;2;2;2;1;2;2;5;4;D;;;;;;;;;;;;;1;H;J;2;0;0;0;0;0;142,39880;;;;;93,71434
227291;22729103;2011;1;3;2;1;2;2;1;0;;;;;;;;;;;;;;2;G;J;2;0;0;0;0;0;158,51250;;;;;99,46589
227301;22730101;1960;1;1;0;1;2;2;5;4;A;5;6;1;;;;;;4;99;99;;1;H;;1;99;2;288674;2;2;;;865,71130;;;48,59485
227301;22730102;1960;2;2;2;1;2;2;5;4;"A;D";2;5;1;;355690,5400;6284543,3800;;;;11714546;99;;;;J;1;99;3;499029;3;2;;;766,85470;;;47,71877
227301;22730103;1987;1;3;2;3;2;2;5;4;A;5;5;1;;355292,4259;6285630,2456;;;;99;;10;2;H;J;1;99;2;310004;2;2;;;865,71130;;;72,10225
227301;22730104;1994;1;3;2;1;1;2;5;4;B;;;;4;;;353677,3561;6280752,6096;;;;;1;"B;C";J;2;0;0;0;0;0;;;758,81370;;;51,88855
227311;22731101;1989;1;1;2;1;2;2;5;4;A;2;2;1;;346572,2600;6298979,9400;;;;99;;;;;J;1;99;1;145755;1;2;131,14430;;;;;92,57079
227311;22731102;1990;2;2;2;1;2;2;5;4;A;2;2;1;;346572,2600;6298979,9400;;;;99;;;;;J;1;99;1;35332;1;2;131,52190;;;;;90,32554
227311;22731103;1986;2;4;3;1;2;2;5;4;A;5;2;1;;355653,5678;6284849,2011;;;;;;;;;J;1;99;2;281042;2;2;170,86140;;;;;111,24954
227311;22731104;1981;1;4;2;1;2;2;5;4;A;2;2;2;;346572,2600;6298979,9400;;;;99;;;;;J;1;99;1;169933;1;2;197,99590;;;;;128,63269
227311;22731105;1969;2;4;2;1;2;2;5;4;A;7;5;1;;358678,6239;6303170,7643;;;;99;;;;;J;1;99;2;230145;2;2;122,62560;;;;;85,13177
227321;22732101;1941;1;1;4;1;2;2;6;2;C;;;;;;;;;;99;;;;;J;1;99;1;197468;1;2;;;;750,00000;;47,20148
227321;22732102;1938;2;2;0;1;2;2;4;6;D;;;;;;;;;5;99;;;1;F;I;1;78000;1;78000;1;0;;;;750,00000;;41,05955
227321;22732103;1966;2;3;0;1;2;2;4;8;D;;;;;;;;;3;99;;;1;F;J;2;0;0;0;0;0;;;;750,00000;;71,71325
227330;22733001;1975;1;1;0;"3;5";2;2;7;4;A;5;1;1;;0,0000;0,0000;;;4;1148212;;;1;H;J;1;0;2;225315;2;2;62,98252;;;;;38,21293
227330;22733002;1980;2;2;4;3;2;2;5;4;D;;;;;;;;;;99;;5;1;H;J;2;0;7;0;0;0;54,35102;;;;;33,04892
227330;22733003;2000;2;3;2;1;1;2;4;6;B;;;;4;;;350351,1738;6279151,0906;;;;2;2;H;J;2;0;0;0;0;0;48,26978;;;;;32,05457
227330;22733004;2004;2;3;2;1;2;2;4;2;B;;;;4;;;350351,1738;6279151,0906;;;;2;2;H;J;2;0;0;0;0;0;48,26978;;;;;32,05457
227341;22734101;1950;1;1;2;3;2;2;11;4;A;5;5;1;;353460,2071;6280233,8848;;;;99;;2;1;H;J;1;99;3;404330;3;2;;;686,68630;;;79,52878
227341;22734102;1951;2;2;2;1;2;2;11;4;C;;;;;;;;;;99;;;1;H;J;1;99;3;442518;3;2;;;608,27320;;;64,70440
227341;22734103;1985;2;3;2;1;2;2;11;5;A;5;2;1;;346309,5043;6299504,0629;;;;99;;2;1;H;J;2;99;3;451787;3;2;;;1043,33700;;;108,17194
227351;22735101;1988;2;1;2;1;1;2;10;1;B;;;;6;;;349193,1838;6294884,1638;;99;;;;;J;2;0;0;0;0;0;172,66970;;;;;94,04075
227351;22735102;1988;1;2;2;1;2;2;4;7;A;2;2;2;;348871,6178;6282600,6808;;;;99;;;1;H;J;1;99;2;255127;2;2;172,17390;;;;;96,37833
